date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:43:22	191216/191216	---M--	200	added ('OK')	image/png	etag:%2261937dcf-2eaf0%22	https://www.wplus.world/assets/media/home/home.png	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/home/home.png	(from https://www.wplus.world/)
22:43:22	3285/3285	---M--	200	added ('OK')	image/svg+xml	etag:%2261870ed5-cd5%22	https://www.wplus.world/assets/media/logo/worldplus.svg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/logo/worldplus.svg	(from https://www.wplus.world/)
22:43:23	70138/70138	---M--	200	added ('OK')	image/webp	etag:%226187dbe8-111fa%22	https://www.wplus.world/assets/media/home/wplus.webp	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/home/wplus.webp	(from https://www.wplus.world/)
22:43:24	4102/4102	---M--	200	added ('OK')	image/svg+xml	etag:%2261870ed5-1006%22	https://www.wplus.world/assets/media/logo/mundoplus.svg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/logo/mundoplus.svg	(from https://www.wplus.world/)
22:43:24	573221/573221	---M--	200	added ('OK')	image/png	etag:%22618b906a-8bf25%22	https://www.wplus.world/assets/media/others/bubble-23.png	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/others/bubble-23.png	(from https://www.wplus.world/)
22:43:25	50791/50791	---M--	200	added ('OK')	image/svg+xml	etag:%2261870ed5-c667%22	https://www.wplus.world/assets/media/logo/conversyon.svg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/logo/conversyon.svg	(from https://www.wplus.world/)
22:43:25	3511/3511	---M--	200	added ('OK')	image/svg+xml	etag:%2261870ed5-db7%22	https://www.wplus.world/assets/media/logo/whytelabel.svg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/logo/whytelabel.svg	(from https://www.wplus.world/)
22:43:26	1907/1907	---M--	200	added ('OK')	image/svg+xml	etag:%2261870ed5-773%22	https://www.wplus.world/assets/media/logo/fomi.svg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/logo/fomi.svg	(from https://www.wplus.world/)
22:43:26	61758/61758	---M--	200	added ('OK')	image/webp	etag:%226187dbe8-f13e%22	https://www.wplus.world/assets/media/home/fomi.webp	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/home/fomi.webp	(from https://www.wplus.world/)
22:43:27	397/397	---M--	200	added ('OK')	image/png	etag:%2261870ed5-18d%22	https://www.wplus.world/assets/media/others/bubble-16.png	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/others/bubble-16.png	(from https://www.wplus.world/)
22:43:27	1509/1509	---M--	200	added ('OK')	image/png	etag:%2261870ed5-5e5%22	https://www.wplus.world/assets/media/others/bubble-13.png	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/others/bubble-13.png	(from https://www.wplus.world/)
22:43:28	1584/1584	---M--	200	added ('OK')	image/png	etag:%2261870ed5-630%22	https://www.wplus.world/assets/media/others/bubble-14.png	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/others/bubble-14.png	(from https://www.wplus.world/)
22:43:28	4169/4169	---M--	200	added ('OK')	image/png	etag:%22618b906a-1049%22	https://www.wplus.world/assets/media/others/bubble-15.png	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/others/bubble-15.png	(from https://www.wplus.world/)
22:43:29	3013/3013	---M--	200	added ('OK')	image/svg+xml	etag:%2261870ed5-bc5%22	https://www.wplus.world/assets/media/logo/mplus.svg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/logo/mplus.svg	(from https://www.wplus.world/)
22:43:29	3459/3459	---M--	200	added ('OK')	image/svg+xml	etag:%2261870ed5-d83%22	https://www.wplus.world/assets/media/logo/mmusic.svg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/logo/mmusic.svg	(from https://www.wplus.world/)
22:43:30	9406/9406	---M--	200	added ('OK')	image/svg+xml	etag:%2261870ed5-24be%22	https://www.wplus.world/assets/media/logo/woovoo.svg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/logo/woovoo.svg	(from https://www.wplus.world/)
22:43:31	89412/89412	---M--	200	added ('OK')	application/javascript	etag:%226187dbe8-15d44%22	https://www.wplus.world/assets/js/vendor/jquery-3.6.0.min.js	C:/My%20Web%20Sites/Website/www.wplus.world/assets/js/vendor/jquery-3.6.0.min.js	(from https://www.wplus.world/)
22:43:31	59233/59233	---M--	200	added ('OK')	application/javascript	etag:%226187dbe8-e761%22	https://www.wplus.world/assets/js/vendor/bootstrap.min.js	C:/My%20Web%20Sites/Website/www.wplus.world/assets/js/vendor/bootstrap.min.js	(from https://www.wplus.world/)
22:43:31	35248/35248	---M--	200	added ('OK')	application/javascript	etag:%226187dbe8-89b0%22	https://www.wplus.world/assets/js/vendor/isotope.pkgd.min.js	C:/My%20Web%20Sites/Website/www.wplus.world/assets/js/vendor/isotope.pkgd.min.js	(from https://www.wplus.world/)
22:43:32	5477/5477	---M--	200	added ('OK')	application/javascript	etag:%226187dbe8-1565%22	https://www.wplus.world/assets/js/vendor/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/Website/www.wplus.world/assets/js/vendor/imagesloaded.pkgd.min.js	(from https://www.wplus.world/)
22:43:32	8864/8864	---M--	200	added ('OK')	application/javascript	etag:%226187dbe8-22a0%22	https://www.wplus.world/assets/js/vendor/waypoints.min.js	C:/My%20Web%20Sites/Website/www.wplus.world/assets/js/vendor/waypoints.min.js	(from https://www.wplus.world/)
22:43:33	935/935	---M--	200	added ('OK')	application/javascript	etag:%226187dbe8-3a7%22	https://www.wplus.world/assets/js/vendor/counterup.js	C:/My%20Web%20Sites/Website/www.wplus.world/assets/js/vendor/counterup.js	(from https://www.wplus.world/)
22:43:34	42863/42863	---M--	200	added ('OK')	application/javascript	etag:%2261870ed5-a76f%22	https://www.wplus.world/assets/js/vendor/slick.min.js	C:/My%20Web%20Sites/Website/www.wplus.world/assets/js/vendor/slick.min.js	(from https://www.wplus.world/)
22:43:34	3282/3282	---M--	200	added ('OK')	application/javascript	etag:%2261870ed5-cd2%22	https://www.wplus.world/assets/js/vendor/sal.js	C:/My%20Web%20Sites/Website/www.wplus.world/assets/js/vendor/sal.js	(from https://www.wplus.world/)
22:43:35	20087/20087	---M--	200	added ('OK')	application/javascript	etag:%226187dbe8-4e77%22	https://www.wplus.world/assets/js/vendor/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/Website/www.wplus.world/assets/js/vendor/jquery.magnific-popup.min.js	(from https://www.wplus.world/)
22:43:35	1707/1707	---M--	200	added ('OK')	application/javascript	etag:%226187dbe8-6ab%22	https://www.wplus.world/assets/js/vendor/js.cookie.js	C:/My%20Web%20Sites/Website/www.wplus.world/assets/js/vendor/js.cookie.js	(from https://www.wplus.world/)
22:43:36	4740/4740	---M--	200	added ('OK')	application/javascript	etag:%226187dbe8-1284%22	https://www.wplus.world/assets/js/vendor/tilt.js	C:/My%20Web%20Sites/Website/www.wplus.world/assets/js/vendor/tilt.js	(from https://www.wplus.world/)
22:43:36	2465/2465	---M--	200	added ('OK')	application/javascript	etag:%226187dbe8-9a1%22	https://www.wplus.world/assets/js/vendor/jquery.nav.js	C:/My%20Web%20Sites/Website/www.wplus.world/assets/js/vendor/jquery.nav.js	(from https://www.wplus.world/)
22:43:37	6605/6605	---M--	200	added ('OK')	application/javascript	etag:%22618b906a-19cd%22	https://www.wplus.world/assets/js/app.js	C:/My%20Web%20Sites/Website/www.wplus.world/assets/js/app.js	(from https://www.wplus.world/)
22:43:38	129590/129590	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261870ed5-1fa36%22	https://www.wplus.world/assets/css/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-brands-400.eot	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:38	129590/129590	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261870ed5-1fa36%22	https://www.wplus.world/assets/css/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-brands-400d41d.eot	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:39	74652/74652	---M--	200	added ('OK')	font/woff2	etag:%2261870ed5-1239c%22	https://www.wplus.world/assets/css/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-brands-400.woff2	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:39	87520/87520	---M--	200	added ('OK')	font/woff	etag:%2261870ed5-155e0%22	https://www.wplus.world/assets/css/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-brands-400.woff	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:40	129284/129284	---M--	200	added ('OK')	application/octet-stream	etag:%2261870ed5-1f904%22	https://www.wplus.world/assets/css/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-brands-400.ttf	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:42	502130/502130	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261870ed5-7a972%22	https://www.wplus.world/assets/css/fonts/fa-duotone-900.eot	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-duotone-900.eot	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:42	502130/502130	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261870ed5-7a972%22	https://www.wplus.world/assets/css/fonts/fa-duotone-900.eot?	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-duotone-900d41d.eot	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:42	165712/165712	---M--	200	added ('OK')	font/woff2	etag:%2261870ed5-28750%22	https://www.wplus.world/assets/css/fonts/fa-duotone-900.woff2	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-duotone-900.woff2	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:42	690994/690994	---M--	200	added ('OK')	image/svg+xml	etag:%2261870ed5-a8b32%22	https://www.wplus.world/assets/css/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-brands-400.svg	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:43	234468/234468	---M--	200	added ('OK')	font/woff	etag:%2261870ed5-393e4%22	https://www.wplus.world/assets/css/fonts/fa-duotone-900.woff	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-duotone-900.woff	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:44	501832/501832	---M--	200	added ('OK')	application/octet-stream	etag:%2261870ed5-7a848%22	https://www.wplus.world/assets/css/fonts/fa-duotone-900.ttf	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-duotone-900.ttf	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:45	429282/429282	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261870ed5-68ce2%22	https://www.wplus.world/assets/css/fonts/fa-light-300.eot?	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-light-300d41d.eot	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:46	164968/164968	---M--	200	added ('OK')	font/woff2	etag:%2261870ed5-28468%22	https://www.wplus.world/assets/css/fonts/fa-light-300.woff2	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-light-300.woff2	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:46	2264008/2264008	---M--	200	added ('OK')	image/svg+xml	etag:%2261870ed5-228bc8%22	https://www.wplus.world/assets/css/fonts/fa-duotone-900.svg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-duotone-900.svg	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:46	429282/429282	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261870ed5-68ce2%22	https://www.wplus.world/assets/css/fonts/fa-light-300.eot	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-light-300.eot	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:46	218228/218228	---M--	200	added ('OK')	font/woff	etag:%2261870ed5-35474%22	https://www.wplus.world/assets/css/fonts/fa-light-300.woff	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-light-300.woff	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:47	429000/429000	---M--	200	added ('OK')	application/octet-stream	etag:%2261870ed5-68bc8%22	https://www.wplus.world/assets/css/fonts/fa-light-300.ttf	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-light-300.ttf	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:48	397226/397226	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261870ed5-60faa%22	https://www.wplus.world/assets/css/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-regular-400.eot	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:48	2066646/2066646	---M--	200	added ('OK')	image/svg+xml	etag:%2261870ed5-1f88d6%22	https://www.wplus.world/assets/css/fonts/fa-light-300.svg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-light-300.svg	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:49	152180/152180	---M--	200	added ('OK')	font/woff2	etag:%2261870ed5-25274%22	https://www.wplus.world/assets/css/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-regular-400.woff2	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:49	201232/201232	---M--	200	added ('OK')	font/woff	etag:%2261870ed5-31210%22	https://www.wplus.world/assets/css/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-regular-400.woff	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:50	397226/397226	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261870ed5-60faa%22	https://www.wplus.world/assets/css/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-regular-400d41d.eot	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:50	396932/396932	---M--	200	added ('OK')	application/octet-stream	etag:%2261870ed5-60e84%22	https://www.wplus.world/assets/css/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-regular-400.ttf	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:51	338998/338998	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261870ed5-52c36%22	https://www.wplus.world/assets/css/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-solid-900.eot	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:52	1856861/1856861	---M--	200	added ('OK')	image/svg+xml	etag:%2261870ed5-1c555d%22	https://www.wplus.world/assets/css/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-regular-400.svg	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:52	123060/123060	---M--	200	added ('OK')	font/woff2	etag:%2261870ed5-1e0b4%22	https://www.wplus.world/assets/css/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-solid-900.woff2	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:52	338998/338998	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261870ed5-52c36%22	https://www.wplus.world/assets/css/fonts/fa-solid-900.eot?	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-solid-900d41d.eot	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:52	164092/164092	---M--	200	added ('OK')	font/woff	etag:%2261870ed5-280fc%22	https://www.wplus.world/assets/css/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-solid-900.woff	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:53	338716/338716	---M--	200	added ('OK')	application/octet-stream	etag:%2261870ed5-52b1c%22	https://www.wplus.world/assets/css/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-solid-900.ttf	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:54	4178/4178	---M--	200	added ('OK')	image/gif	etag:%2261870ed5-1052%22	https://www.wplus.world/assets/css/fonts/ajax-loader.gif	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/ajax-loader.gif	(from https://www.wplus.world/assets/css/vendor/slick-theme.css)
22:43:54	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261870ed5-800%22	https://www.wplus.world/assets/css/fonts/slick.eot	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/slick.eot	(from https://www.wplus.world/assets/css/vendor/slick-theme.css)
22:43:55	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261870ed5-800%22	https://www.wplus.world/assets/css/fonts/slick.eot?	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/slickd41d.eot	(from https://www.wplus.world/assets/css/vendor/slick-theme.css)
22:43:55	1514718/1514718	---M--	200	added ('OK')	image/svg+xml	etag:%2261870ed5-171cde%22	https://www.wplus.world/assets/css/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/fa-solid-900.svg	(from https://www.wplus.world/assets/css/vendor/font-awesome.css)
22:43:55	1380/1380	---M--	200	added ('OK')	font/woff	etag:%2261870ed5-564%22	https://www.wplus.world/assets/css/fonts/slick.woff	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/slick.woff	(from https://www.wplus.world/assets/css/vendor/slick-theme.css)
22:43:56	1892/1892	---M--	200	added ('OK')	application/octet-stream	etag:%2261870ed5-764%22	https://www.wplus.world/assets/css/fonts/slick.ttf	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/slick.ttf	(from https://www.wplus.world/assets/css/vendor/slick-theme.css)
22:43:56	2152/2152	---M--	200	added ('OK')	image/svg+xml	etag:%2261870ed5-868%22	https://www.wplus.world/assets/css/fonts/slick.svg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/css/fonts/slick.svg	(from https://www.wplus.world/assets/css/vendor/slick-theme.css)
22:43:58	15064/15064	---M--	200	added ('OK')	text/html	etag:%2261e4d8ba-3ad8%22	https://www.wplus.world/aboutEN.html	C:/My%20Web%20Sites/Website/www.wplus.world/aboutEN.html	(from https://www.wplus.world/about.html)
22:43:58	302598/302598	---M--	200	added ('OK')	image/jpeg	etag:%2261e4d8ba-49e06%22	https://www.wplus.world/assets/media/about/about.jpg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/about/about.jpg	(from https://www.wplus.world/assets/css/custom.css)
22:43:58	32323/32323	---M--	200	added ('OK')	image/png	etag:%2261870ed5-7e43%22	https://www.wplus.world/assets/media/others/line-4.png	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/others/line-4.png	(from https://www.wplus.world/about.html)
22:43:59	1565/1565	---M--	200	added ('OK')	image/svg+xml	etag:%2261870ed5-61d%22	https://www.wplus.world/assets/media/about/5-1.svg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/about/5-1.svg	(from https://www.wplus.world/about.html)
22:43:59	1302/1302	---M--	200	added ('OK')	image/svg+xml	etag:%2261870ed5-516%22	https://www.wplus.world/assets/media/about/5-2.svg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/about/5-2.svg	(from https://www.wplus.world/about.html)
22:44:00	1408/1408	---M--	200	added ('OK')	image/svg+xml	etag:%2261870ed5-580%22	https://www.wplus.world/assets/media/about/5-3.svg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/about/5-3.svg	(from https://www.wplus.world/about.html)
22:44:00	555/555	---M--	200	added ('OK')	image/svg+xml	etag:%2261870ed5-22b%22	https://www.wplus.world/assets/media/about/5-4.svg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/about/5-4.svg	(from https://www.wplus.world/about.html)
22:44:01	930/930	---M--	200	added ('OK')	image/svg+xml	etag:%2261870ed5-3a2%22	https://www.wplus.world/assets/media/about/5-5.svg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/about/5-5.svg	(from https://www.wplus.world/about.html)
22:44:01	9513/9513	---M--	200	added ('OK')	image/svg+xml	etag:%2261870ed5-2529%22	https://www.wplus.world/assets/media/about/01.svg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/about/01.svg	(from https://www.wplus.world/about.html)
22:44:02	2978/2978	---M--	200	added ('OK')	image/svg+xml	etag:%2261870ed5-ba2%22	https://www.wplus.world/assets/media/about/02.svg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/about/02.svg	(from https://www.wplus.world/about.html)
22:44:03	3636/3636	---M--	200	added ('OK')	image/svg+xml	etag:%2261870ed5-e34%22	https://www.wplus.world/assets/media/about/03.svg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/about/03.svg	(from https://www.wplus.world/about.html)
22:44:03	3392/3392	---M--	200	added ('OK')	image/svg+xml	etag:%2261870ed5-d40%22	https://www.wplus.world/assets/media/about/04.svg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/about/04.svg	(from https://www.wplus.world/about.html)
22:44:04	35623/35623	---M--	200	added ('OK')	image/jpeg	etag:%2261870ed5-8b27%22	https://www.wplus.world/assets/media/about/grant.jpg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/about/grant.jpg	(from https://www.wplus.world/about.html)
22:44:04	9551/9551	---M--	200	added ('OK')	text/html	etag:%2261e4d8ba-254f%22	https://www.wplus.world/blog-1.html	C:/My%20Web%20Sites/Website/www.wplus.world/blog-1.html	(from https://www.wplus.world/about.html)
22:44:05	231521/231521	---M--	200	added ('OK')	image/jpeg	etag:%2261870ed5-38861%22	https://www.wplus.world/assets/media/about/tree.jpg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/about/tree.jpg	(from https://www.wplus.world/about.html)
22:44:05	10104/10104	---M--	200	added ('OK')	text/html	etag:%2261e4d8ba-2778%22	https://www.wplus.world/blog-2.html	C:/My%20Web%20Sites/Website/www.wplus.world/blog-2.html	(from https://www.wplus.world/about.html)
22:44:06	33021/33021	---M--	200	added ('OK')	image/jpeg	etag:%2261870ed5-80fd%22	https://www.wplus.world/assets/media/about/sight.jpg	C:/My%20Web%20Sites/Website/www.wplus.world/assets/media/about/sight.jpg	(from https://www.wplus.world/about.html)
22:44:06	10621/10621	---M--	200	added ('OK')	text/html	etag:%2261e4d8ba-297d%22	https://www.wplus.world/blog-3.html	C:/My%20Web%20Sites/Website/www.wplus.world/blog-3.html	(from https://www.wplus.world/about.html)
22:44:07	15763/15763	---M--	200	added ('OK')	text/html	etag:%2261e4d8ba-3d93%22	https://www.wplus.world/productsEN.html	C:/My%20Web%20Sites/Website/www.wplus.world/productsEN.html	(from https://www.wplus.world/products.html)
